timestamp,author,authorChannelId,message
2025-08-31 21:58:12.132595+00:00,@rohanw1989,UCJAbzqP6-r9PkC5bl23zBLA,bloodclaat facts
2025-08-31 21:58:15.558010+00:00,@Mac_Million,UCBA-_N9CO8Qs-0F88xR0-zg,Ten Hag getting sacked??🤣🤣
2025-08-31 21:58:19.200370+00:00,@DiamzYGonYT,UCOIA8hmgFBZOzx7zqbiUPig,Champions League
2025-08-31 21:58:23.298613+00:00,@JohnNadon-h1x,UCuUgXkd4Z_JvP1ZuIrz2sJw,ucl
2025-08-31 21:58:26.269052+00:00,@iJaysee,UCB_YDL1WgBg-X01YKzcVbRw,Jose always getting sacked tho
2025-08-31 21:58:26.813530+00:00,@Ekko_Sama,UCGHtQm76-FguexgcaJTzCIg,They are shit managers 100%
2025-08-31 21:58:27.577393+00:00,@nathanielsmith99009,UCU8V69o6-IMVebiJTyyJ0Zg,champion league rants
2025-08-31 21:58:28.160711+00:00,@Jodak_24s,UCY0svrEWo4DwB4usnh1U5Tw,Jose a dragg bro
2025-08-31 21:58:29.402198+00:00,@frederickitengie4630,UC79vaIL-XbxbSzHkpMuGVPw,It was champions league that Jose failed to qualify. They lost to benfica
2025-08-31 21:58:30.005174+00:00,@nonameosc,UCgdAmIcSbI9TrL6_XxhPWUA,Champions vs Benfica
2025-08-31 21:58:30.712783+00:00,@Br123_m,UCN5Ky6xqK2SHcXKpzXSotkQ,😭😭😭😭
2025-08-31 21:58:32.238565+00:00,@Woody1600,UCF379Awvcr3OKpt-5GSCvpg,“But but it’s the players” even tho it’s a whole new team lol
2025-08-31 21:58:32.704943+00:00,@JohnNadon-h1x,UCuUgXkd4Z_JvP1ZuIrz2sJw,Jose was for not getting UCL
2025-08-31 21:58:33.217230+00:00,@ExpressionsOozing,UC-HSLEEHVlnqlgTB7UptLeg,BRO U WALKING TO OLD TRAFFORD?
2025-08-31 21:58:33.275782+00:00,@HOV250,UCQlBe9ioxsQ7qLYCi9L4ayA,Man said 2 games in already😭😭😭😭😭😭😭
2025-08-31 21:58:39.511221+00:00,@MckinleyRamoshaba,UCUNMT95YEn2azzUej5s3wpw,ten hag is already gone
2025-08-31 21:58:39.771575+00:00,@Woody1600,UCF379Awvcr3OKpt-5GSCvpg,Hmmmm that’s interesting
2025-08-31 21:58:40.728307+00:00,@JASONTHEGOATWILCOX,UCstAu4vBcEmh2F0Qf1eFEhQ,Leverkusen trusting their rebuild under Ten Hag😂😂😂
2025-08-31 21:58:42.372827+00:00,@Teph254,UCbVUJ9NiGl4WrUnHyZl_MQw,champions league
2025-08-31 21:58:46.150043+00:00,@HOV250,UCQlBe9ioxsQ7qLYCi9L4ayA,Big Up Ex 😭😂😂😂😂😂
2025-08-31 21:58:48.052541+00:00,@krye5,UCRY-FR6upKnMIbAc_QjAM2A,You cant have standards at united
2025-08-31 21:58:49.753426+00:00,@leeko1arda,UCxEX8P7rvW637uLdailizrQ,Hope Brighton get relegated so baleba is cheap
2025-08-31 21:58:50.018335+00:00,@dacla2559,UCCvUIkkqsyaURkEYIB8yPGQ,These top reds have ruined the standards
2025-08-31 21:58:50.018335+00:00,@dacla2559,UCCvUIkkqsyaURkEYIB8yPGQ,These top reds have ruined the standards
2025-08-31 21:58:51.668146+00:00,@JESSEUPTOWN,UCBGVPAgMWO7PpvDc_CN3Big,🤣🤣🤣🤣🤣🤣🤣🤣🤣
