timestamp,author,authorChannelId,message
2025-10-27 00:15:22.538201+00:00,KAI_7,UCC4aOZrtiwuZT52fIZb0PwQ,hala madrid
2025-10-27 00:15:23.729536+00:00,Believe me....👀,UCKhBPEn5__EoXYpnu6EqYGw,hala madrid
2025-10-27 00:15:25.675246+00:00,TJT_Edit,UCIvYJh-lKfRh6msqL8xvvvQ,kya tum live dekh Rahe Ho 😏😏
2025-10-27 00:15:25.847194+00:00,sagnik mondal,UCkLbSJ8QyH-W5IOeEvm-DMA,VISCA BARCHA .. MY FV CREATOR ..THANKS FOR FREE MEMBERSHIP ..AKH BAR SHOUT OUT DE DO
2025-10-27 00:15:26.899166+00:00,Shlok7aep,UCL0KtOOP6wonI8yBQigaX-w,kuch nhi fake jersey leke ud rha hai❤❤❤❤❤❤❤❤❤kuch nhi fake jersey leke ud rha hai❤❤❤❤❤❤❤❤❤kuch nhi fake jersey leke ud rha hai❤❤❤❤❤❤❤❤❤kuch nhi fake jersey leke ud rha hai❤❤❤❤❤❤❤❤❤
2025-10-27 00:15:26.933531+00:00,Yobro,UCAbs4zXKWT14XKMeOJjtWkA,first Hate watch of the season VISCA BARCA ❤️💙❤️💙
2025-10-27 00:15:27.437290+00:00,Pinak Baghele,UCRe8NHoMDowvHKNP2wNnaog,suiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
2025-10-27 00:15:29.889573+00:00,Anupam ,UCOEknh_8rVVHXXDu76gYgpg,love from nepal
2025-10-27 00:15:30.587814+00:00,Nayan ,UCe0hLHLcHnWpYDu12Kx0HQw,gand fat rahi h 😭😭😭
2025-10-27 00:15:31.183985+00:00,Shinnnuu.jr_,UC4zQF5zoMVm3hJZwKYjzCQw,Madrid w
